,Network Engineer,Full stack,QA/Test Developer,Enterprise application,DevOps,Mobile Developer,Back End,Database Administrator(DBA),Front End,Game developer,System Administrator,Data Scientist,Business analyst,Sales professional,Product Manager,Information Security,Software Developer/Java Developer,Web Developer,Cloud Computing
3ca3352dc9b21fe83b2d889a52e8d24d,,,,,,1.0,,,,,,,,,,,,,
38e3ab26ec368444d08178599e18bb2f,1.0,,,,,,,,,,,,,,,,,,
ddfbcb11408f9669cdc1714280861468,0.3295034755174041,,,,,,0.2203656351329228,,,,,,,0.2275336301477539,,0.22259725920191917,,,
5396ba8049509253afa3646c590e0104,,,0.5872727402250916,,,,,,,,,,,0.4127272597749084,,,,,
055d87904b992a28dba587c5589ae1ed,0.14809163158162558,0.1463932476839527,,,,,,,,,,0.14830183732830005,0.1471508265838163,,0.26624681887577706,,,0.14381563794652838,
fbd31c8396f6bae5fcfc396093159cad,,,,0.1379814355341511,0.2082056815273478,,0.135077792430994,,0.12755472241193364,,0.12896392806950072,,,0.13529512117674022,0.1269213188493325,,,,
d172c43147cf8be1b39c7c045235ffb4,0.20859973905424492,,,,,0.113082829535066,,0.10950681403802814,,,,0.11383109736279631,0.11452147887717204,,,,0.11050778410073396,0.11523824274434773,0.11471201428761094
48dcf1e44deaccf19c28599e1f8533a6,1.0,,,,,,,,,,,,,,,,,,
7726de38de9a03087d69d3e3f49e2ee3,,,,,,,,,,,,,1.0,,,,,,
ef642570635fdca9015a3b8e2f38df48,0.45200266544830475,,,0.2656991245802369,,,,,0.2822982099714584,,,,,,,,,,
84ec167e8090d2725aa18183620ae67c,,,,,,,,,,,,,1.0,,,,,,
1d4a582113250e65b27e8e395d145f78,,,,0.32153398206391515,,,,0.16714223244745843,,0.16436835813624548,,0.1746560358648861,,,,,,,0.17229939148749476
6218ec13e0f9ffd54d8c1b954bd03e66,,,,,,0.14072835599391123,,0.139922036655852,,,,0.14884078483214033,0.15046003626571566,,,,0.2663638478485994,0.15368493840378145,
ea63805fa5011720d23a427ba28cae76,,,,,,,,,,,,,,0.5871228598662961,,0.41287714013370397,,,
14d0767b8900d59d55ac2eb153e61741,,0.1514246084899816,,0.1444589810333552,,,,0.2556408259595997,,,,,,,0.14874591606360152,0.1558480791224237,,0.1438815893310382,
27eafbb7a5987307be157057d9f54972,0.33118164506234476,,,,,,0.2210711478187079,,,,,,,0.22302642692612024,,0.22472078019282704,,,
f398e822f6a757165a4d3643a2fe46d8,,,,,,,1.0,,,,,,,,,,,,
13239ddfefb1d970e5ea68be2b820529,0.14830532520172254,0.1513188521124457,,,,,,0.14512313855946352,0.15268442767899515,,0.24950071813130054,,,,0.15306753831607264,,,,
786494898aac6f99cfce71f16cd7e35a,,,,0.17860559037272672,,,0.18375089470684025,,0.17305278968031806,,,,,0.18642135940236185,,,,0.27816936583775304,
7df6feef866404bced505a04f0246076,1.0,,,,,,,,,,,,,,,,,,
d043c38558d62fd1a46016b7997223ce,,,,,,,,,,,,,,,,,1.0,,
2cd8b443cb0720b98a8367b2c4bb6a86,,,,,,,0.28317446940566005,,,,,,,,0.42817208516160976,0.28865344543273025,,,
663857305524c12cb1e805b8e42b02d7,0.5819270925487056,,,,,,,,,,,,,,,0.41807290745129455,,,
baa16ff190b72855b07d0ebbe88c25ae,,,,,,,,,,,,,,,1.0,,,,
ad574f256c20cfa64f7870e17533acf4,,,,,,1.0,,,,,,,,,,,,,
cc9115a8e387694b4b38a13850b6df29,,,,,,,,,,,,,,,,,1.0,,
ce3a5dc101d6e056589f3a8608ee0827,,,,,,,,,,,,,1.0,,,,,,
2149d335fc041fd5df176992be82d31b,,,,,,,,,,,,,,,,,,1.0,
3bd7d492b95f47fc2c982809207c8846,,,,0.14686766355973888,,,0.15155495114035303,,,,,,,0.14494771903717527,0.14322957220075175,,0.2736206871280291,0.1397794069339519,
3b5293b05ef222423ba580dd9f2a6215,1.0,,,,,,,,,,,,,,,,,,
f4d583d5d5e1014d95460fa19baf73c8,,,,,,,,,,,,,,,,0.408645081962027,0.591354918037973,,
e535c9bbc835e147ef0686658da19aa7,,,,,,,,,,,,,1.0,,,,,,
95bcc0ad48a3ac7ae7293430d990a155,,,,0.17455995697541396,,,0.1826282098830633,0.27370573138243875,,,,,,0.18122665917360065,,0.18787944258548328,,,
5cd4b191b4a88c57935919841f02acef,,,,,,,,,0.22193560775207363,,,,,0.21625764130101624,,0.22376231273290656,0.33804443821400365,,
d6a851ef01f689f3496945f455c9cf9c,,,,,,,,,,,,,,,,,1.0,,
f349766d49bd4d2cabb9a9f05d9b532b,,,,0.4221638318634117,,,,,,,,,,0.2902132792911294,,0.2876228888454589,,,
07ca7dea4508961c897737675285393d,,,,,,,0.21703496691977686,,,,,,0.330320714891987,0.22330337350394996,,0.2293409446842862,,,
299d7938a32bf5bc0d80c450f89a05a0,,,,,,,,,,,,,,,,,1.0,,
7e9d454f5540e8300c8408bc89aee636,,,,,,,,,,,,,,,,,1.0,,
103e47d10e6a9c146c41055b54121ab8,,,,1.0,,,,,,,,,,,,,,,
33b9d97b3cfad10b6e038b4980aa8bd1,,,,,,,,,,,,1.0,,,,,,,
3c0f1242f71472dd6c3767ecee68f008,,,,,,,0.21883430906160287,,,,,,,0.22133728684402956,0.33151884635343487,0.22830955774093273,,,
0ec9c5be38a63e1ba29275f99a0d7bf2,1.0,,,,,,,,,,,,,,,,,,
6d42eed24502b7f5845e5512e31832a2,0.12662202248086196,0.12475697611735288,,,,,,,0.1351067711256805,,0.12778611068357212,,0.22622427892705507,,0.1330308902454512,,,0.1264729504200263,
17f1b1d5c0cc205dbdf4231dbdd09261,1.0,,,,,,,,,,,,,,,,,,
ce161b73477ba9d8c1593687a8e3d1fb,,,,,,,,,,,,,,,,,1.0,,
319ec012d568ca3af3cc31b274e689e7,0.23767276926993883,,,0.15781963201803406,,,0.14565754878604162,,,,0.1533060902092597,,,0.157577282683951,0.1479666770327748,,,,
c1a8e18adafadecec5bc7e29398a1a3f,,,,,,,,,,,,,,,,,,1.0,
0ccdb50d6c2382f8a03d87a91847199b,0.2790588636240787,,,0.17783474013798797,,,0.1844337543366246,,0.17355051461105817,,,,,0.1851221272902505,,,,,
cf240618e541711a0691975de6e47e47,,,,,,,,,,,,,,,,,1.0,,
43eb8c3f37074302716acaddd656a668,,,,,,,,,,,,,,,,1.0,,,
869a4fc3d237aeb42c7945cd8d43f108,,,,,,,,,,1.0,,,,,,,,,
dc80505ad5ec681cfee8cc8595d50bab,1.0,,,,,,,,,,,,,,,,,,
a984f4236aa2fd7cbb933fa36f22afea,,,0.29685659708321654,,,,,,,,,,0.7031434029167833,,,,,,
d4f7d18a32cd4dc51c6f2978459c2bbe,,,,,,,,0.5867091668293966,,,,,,,,0.4132908331706034,,,
985daa19cb855c691c4f4eb69e20f916,1.0,,,,,,,,,,,,,,,,,,
1a8691559e13282b4d01fc3d2d62a9d9,,0.1745327279090284,,0.17520518415411893,,,0.3043110765854901,,,,0.16836525429502883,,,,0.1775857570563338,,,,
234304ac4d5fbd5b5f842ef6706f7dd2,1.0,,,,,,,,,,,,,,,,,,
8d9ef59f9ad88d632a3dbd0182278f71,,,,,,,,,,,,,1.0,,,,,,
223bb7b12f8f7dd0017503192f4cd5c1,,,0.6679627518334228,,,,,,,,,,,,,,,,0.33203724816657726
aff1e836a54096258e387b96621af318,0.3165921652151599,,,,,0.17124270230224167,,,,,,0.17314540411376939,,,,,0.17120695096250999,,0.16781277740631897
37fe2e734b350375dd7d8b52e57db6db,,,,0.21585541399348657,,,,,0.2199135692503709,,0.3475921005114997,,,,0.2166389162446428,,,,
830e10ecc633cbdc11df5895af3b06cb,,,0.1979136049032578,,,,,,,,,0.19858424836060148,0.20596313442495218,,,,0.39753901231118854,,
f873bc7d2e923bab7c26d1b81d524c42,,,,,,,,,,,,,,,,,,1.0,
4a366d650332518b8f19e4200a502d68,1.0,,,,,,,,,,,,,,,,,,
4d0b42986f554faafcbe9815d6dad48b,,,,,,,,,,,,,,,,,1.0,,
3873903902b7038db9d9a2686aa8fc6b,,,,,,,,,,,,,,,,,1.0,,
34b6efd169568c3c2688461ed317decb,,,,,,,,,,,0.1790273042594219,,,0.18635544813949773,0.17654718081765147,,0.28298479553616274,0.17508527124726614,
15f6210041838c2e3ab236fecd805985,1.0,,,,,,,,,,,,,,,,,,
6620423b5f7a0a4ff8a99ffa863d375b,,,,0.3455672505885403,,,0.22749134975401591,,0.2134869032643885,,,,,,0.21345449639305525,,,,
0efc12f7415cdd2f6940ded8f7d55994,,,,,,,,,,,,0.5821192899812883,,,,0.41788071001871185,,,
b97e06cd9dc99ba67234c84672e35212,,,,,,,,,,,,,,,,,1.0,,
ed0f356d0e6f553d56b1b857354f3b34,0.12916659175049774,0.13185630592994568,,,,,,,,,0.13449568687782232,0.12272836659008665,0.12471922043376227,,0.230379851084696,,,0.1266539773331894,
f05d990ad7cd2ac86729df7c5f573c31,0.24643560025357392,,,,,,0.1518494047721796,,,,0.1482657848350282,,0.14882555614219312,,0.15717379222199765,,,0.14744986177502753,
f4533791aae65805822530d9618acf1a,,,1.0,,,,,,,,,,,,,,,,
803ed1e83f03cdcf12a14b235a53fbaf,,,,,,,,,,,,,,0.28801925695322134,,0.2890874995810173,0.42289324346576135,,
4ec551c0d74c6c1b6f7a738d35638579,,,,0.21438318719978572,,,0.21439567353562938,,,,,,,,,0.2282104730995969,0.3430106661649879,,
8c50e3a3fc62089bafa877a2d5f22136,,,,,,,,,,,,,,,1.0,,,,
2c571902cd05dbb6ea25b495e943c7d1,,,,,,,,,,,1.0,,,,,,,,
5f10363b1cbc57704631767be9981b41,,,,,,,,,,,,,,0.40914315697050657,0.5908568430294935,,,,
d5591d2eb68a7a7a8ae8c5ff6bec275a,1.0,,,,,,,,,,,,,,,,,,
95bb7e7ca66da4586fc52c04bcb593e9,,,,0.28445963929574014,,,,,,,,,,,,0.2953346942992427,0.4202056664050171,,
4dc3bd051f09c09f6c5ed6af305709e9,0.242976294416719,0.14544272127579114,,,,,0.154079142041348,,0.14852518333933715,,,,,0.15714699781767774,0.15182966110912705,,,,
84012b5b3cf4d189b511281c363d5b71,0.5842354370078795,,,,,,0.4157645629921204,,,,,,,,,,,,
37162a4aa48d1d0d454f39caf3921974,,,0.12100325653961427,,,0.12618811873077548,,0.13146697131669208,,,,,0.23196101570984184,,,,0.13252791271207154,0.13411071001775415,0.12274201497325049
962b8ffa2c46c0c94d44130828f62aa1,,,,,,,,,1.0,,,,,,,,,,
32a2195bfbca6da74b4a294872746e19,,,,,,,,,,,,,0.5775548325999074,,,0.4224451674000927,,,
c8e96088fe85272f8803d81377a2ba40,,,,,,,,,,,,,,,,,1.0,,
cd4b215f8e5eac08c5bdb96f4dfa7716,1.0,,,,,,,,,,,,,,,,,,
d8fd19a983c15d8e0eac9f5c8cdac51f,,,,,,,,,,,,,0.5829065874026078,,,0.41709341259739224,,,
36a66c2e0955989a9492d7af7abf7230,,,,,,,,,,,,,,,,,,1.0,
7049babc1a388b6d2e49e7ee7a1ead90,,,,,,0.3398019932189157,,,0.22587131544131578,,,,,0.2148872435578101,,0.2194394477819584,,,
ef034c572f656b9665bfe45480f474b2,,,,,,,,,,,,,1.0,,,,,,
ce24c6d3391b260db78ba0513a0bb98c,0.33917257432730363,,,0.21796763960776117,,,,,,,,,,0.21652009965374044,,0.22633968641119476,,,
df0e6d8e71693b268cf1dd3c6393a1f4,,,,,,,,,,,,,,,,,1.0,,
beeda40721e3958c137d36994a43b649,,,,,,,0.40741010591403765,,,,,,,0.5925898940859623,,,,,
1804f1d995114701107d438f8324d848,,,,,,,0.22067995393525366,,,,,,,0.2207312054577652,,0.22668602195775622,,0.3319028186492249,
83d138ede14fe564339b3d7c62f68fa0,1.0,,,,,,,,,,,,,,,,,,
769b9c46ca15f2c25e89f3532c9787e6,,,,,,,,,,,,,,0.40650186845371833,0.5934981315462817,,,,
a446b2929c348f3f3bf3af2cb2fd4e6c,,,,,,,,,,,,,1.0,,,,,,
22af18f9f3604849b672383d97d5836d,,,,1.0,,,,,,,,,,,,,,,
fca8d6fc682deb435883b34c4cea17f7,,0.14488857900524219,0.24611959505315328,0.156383506728003,,,,,0.15391006871363586,,,,,,0.15013907238389582,,,0.1485591781160697,
8404e640a92676e5c6c68437812d019e,,,,,,,,,,,,,,,,,1.0,,
a9574a30e11aaf22cc076755888075fc,,,,,,,,,,,,,,0.5965054662762493,,0.40349453372375066,,,
a5e14539addcbc6e16f6a13a0c9db849,,,,,,,,,,,,,,,,,1.0,,
340758e60dfe03d450bdc45c799294e3,1.0,,,,,,,,,,,,,,,,,,
7c9c8f9dd55c92732f5d1deefc040d2f,,,,0.2197373739477704,,,,,,,,,,0.22115701244388178,0.32999609595036755,0.22910951765798035,,,
49823b8929ae62be157cd886091b9732,,,,,,,,,,,,,,,,,1.0,,
b898baa20eb08ef6625d0ea5fc20760f,,,,,,,,,,,,,,,,,,1.0,
bea034dc2caac548f98329f985c26801,,,,,,,,,0.2741365932046521,,,,,0.2903484789388498,,0.4355149278564981,,,
774507061b137da78071e18358bbcd45,0.12511325911586532,,0.11965725491468357,,,0.128071090050048,,0.12596884756210858,,0.1298127382336771,0.2496819904242545,,0.12169481969936287,,,,,,
c82f26a5ec8211ced060ca7a8339f4cf,1.0,,,,,,,,,,,,,,,,,,
57ad94d8327d6435a25a75ca72184af6,0.11274915890377309,0.1109991310015761,,0.1873516231568207,,,0.12145987224433759,,0.11571520118043617,,0.11731990497569632,,,0.12009399585801378,0.1143111126793463,,,,
eaba85a626f32de6a768ba14a1a33d03,,,,0.18384502857179402,,,0.1747599098376561,,,,0.17664065750018987,,0.27946413600608083,0.18529026808427917,,,,,
86ee9cc048a6684f9e427d73fe9c206c,,,,,,,,,,,,,,,,,1.0,,
061f3fc9fcb910d62e922ede2f8de0e9,,,,,,,,,,,,,,,0.5793812174422931,0.4206187825577069,,,
d05856cb2806d9ad947295c124833f63,,,,,,,,,,,,,,,,,1.0,,
76bec9f555b275c8103d550896ddeadb,,,,0.18633973755104885,,,,,,,,,,0.18482515902918223,0.17456558879306178,0.18598194881722407,0.26828756580948304,,
f5763436884aa2339ff6fa3c0ef56bf4,,,,,,,,,,,,,,0.27873744554264046,0.4261639860292256,0.2950985684281338,,,
a237a18efca15440a15ea6a0d184fcbd,,,,,,,,,,,,,,,,,1.0,,
61d97f320f30a5c48a49b5afd8e2c37b,,,,,,,0.4090209165501843,,,,,,,,,0.5909790834498158,,,
cd96e8cb775bef850c416fbf189fce31,,,,0.5888123935892169,,,,,,,,,,,,0.41118760641078317,,,
f65ce61b9bd2c2038316db0d72357371,0.2798486418044211,,,0.1880754801798526,,,0.1758646192404227,,,,0.1771163247287775,,,0.1790949340465261,,,,,
17dff2bf287ef8a14eec0c9441e769ae,0.3299724913669322,,,,,,0.23152230635021362,,0.22310268462830865,,,,,0.2154025176545456,,,,,
abf3635fc93e80dd1e61bdd0248f27e4,,,,,,,,,,,,,,,,,1.0,,
6045c8fddd7221a56bb1c6a96e972eaa,,0.13811903199276188,,0.1530365106841953,,,,,,,0.14575455559849432,,0.2718529742460393,,0.15191898965723055,,,0.13931793782127863,
7da361ce64e121c5c09c44720668e176,0.5944003594054794,,,,,,0.4055996405945205,,,,,,,,,,,,
3588dc1973731699183fb6307af0abf9,,,,,,,,,,,,,,,,,,1.0,
92e5fd297a466d5d0d5a8d950f743e94,,,,,,,,,,,,,,,,,1.0,,
b4016fd2d2d748f10a1ce0e2209dfba3,,,,,1.0,,,,,,,,,,,,,,
2b23a8862f17ac30f915664179e65ad4,,,,,,,1.0,,,,,,,,,,,,
2512a0bcf5950388cf40c2b481ed9246,0.5990095192703807,,,,,,,,,,,,,,,0.4009904807296193,,,
90339e689316c233c8635447e21674d7,0.10673257049063009,0.09949003716493846,,,,0.10439220372693045,0.10609532076685496,,0.10041812760814293,0.09733577768727049,0.10491095436449646,,,,0.1064866495046256,,0.17413835868611052,,
acc3892490560485482f9427fb21d8ad,,,,1.0,,,,,,,,,,,,,,,
7af4cf647a613ea755b5605abf24a00e,1.0,,,,,,,,,,,,,,,,,,
63f232e98cda3bed1bae798d6feee1e2,,0.12964429559222918,,0.2300616079064177,,0.12449395821692032,,,,,0.13434593666165348,0.12146875604221317,,,,,0.12500925327331178,0.13497619230725444,
ced0d375fe18b1281a5610d949dbee87,0.09810554831762977,0.09771642801081062,,,,0.09091207396621113,0.0900351622517861,0.09192917674996903,0.08896760297467629,,,,,,0.09703691324355986,,0.16010868994168406,0.09647906342921447,0.08870934111445868
5686d3ea65896658ca282dab4502f3e1,0.1461700092963671,0.1458165394048592,,0.15577874218047805,,,,,0.15413484522406273,,0.24836178948699947,,,,0.14973807440723333,,,,
e831db95179c36a1a78bb9658dacb9b2,0.2997131131920081,,,0.170558323091907,,,,,0.18034334766822316,,,,0.17173265781331568,,0.17765255823454607,,,,
f93371fb26876e16000b9fb11b1abd51,,,,,,,,,,,,,1.0,,,,,,
dbb90f8e156218968ab2f14579fea0e5,,,,,,,0.2909447603970679,,,,,,,0.2853320115067336,0.4237232280961985,,,,
408472c96ff29aeeeb3cfe3394ae6e1c,0.249368443891523,,,0.14957097108062714,,,0.1553959519094884,,0.14531304726813635,,0.14938325344697265,,,,0.15096833240325247,,,,
d2bdfb6187aa1632afe2a4ae5a4f51ad,0.09905106243111483,0.1027077558621067,,,,,,0.09890689986025934,0.10373470721866032,,0.10397765216870478,,,0.10756234635224837,0.10160754946957037,,0.1778416379292854,0.10461038870804978,
5aca77bfa89f09a06f19786a0ed88482,,,,,,,,,0.38455425776627017,,,,,,,,0.6154457422337298,,
96691aad171c3691e2032ee0c343c4d6,,,,0.18256238793600316,,,0.1720620115799994,0.2738125501230875,,,,,,0.184087616539734,,0.187475433821176,,,
c66c68b0fb56955390fe424361dc9be0,0.4212019850641835,,,,,,0.2890863905374197,,,,,,,,,0.28971162439839676,,,
7f4926e092563fbd09840ed30dc5c867,1.0,,,,,,,,,,,,,,,,,,
c81d762e24ad8dc3443e49f0c97194c0,0.5703652225873992,,,,,,,,,,,,,,,0.42963477741260075,,,
955612db81bb59501392980f283a4630,0.1288855187530341,0.12810603023694078,,0.1342440094696531,,,0.2191646573694839,,,,0.12931500400928667,,,,0.13345556407215592,,,0.12682921608944545,
d0c038b57b9778a847e3e0865f40c528,,0.14832463411076344,0.24018910889242437,0.15574282336776984,,,0.15889878300273017,,0.1484244675458426,,,,,0.14842018308046956,,,,,
c62546d3bb5516431084c77e88c74e25,,,1.0,,,,,,,,,,,,,,,,
ef1ff96d0a33f2b5526b7b404157fcf9,,,,,,,,,,,,,,,,,1.0,,
a393cee5db322490022fd77adb5f548b,,,,,,,,,,,,,1.0,,,,,,
9f6ece71ee659265e7642312af255b90,,,,1.0,,,,,,,,,,,,,,,
a44364d2e0213226dee9624ee8434567,,,,,,,,,,,1.0,,,,,,,,
1b8eddc69c9d9a949841e27ef470a977,,,,,,,0.22242685717689284,0.3591256911574902,,,,,,0.21269036027169963,,0.20575709139391724,,,
3139e5c080c83f8df1d399185bd62b1d,,,,,,,,,,,,,,0.2786998202604034,,0.29635963203606536,0.42494054770353124,,
e7d708584d55c47b70b927ad86c947f2,0.1509478933675766,0.14986060624466102,,,,,0.2623257926851029,,,,,0.14430606848607408,0.1474948911537586,,,,,0.14506474806282693,
7051614717cecabe639b5a9e9a303c83,1.0,,,,,,,,,,,,,,,,,,
fa95d5914022f68fd909d382dac6fc26,,,,,,,,,,,,,1.0,,,,,,
27d5b93c8f7f2ccc916768ad37058958,,,,,,,0.22022448810068407,0.3343961668099103,,,,,,0.22150714475162925,,0.22387220033777633,,,
fa53fef78cb052b3641dd35172b1e010,1.0,,,,,,,,,,,,,,,,,,
055a32c41f217b6ea9f104e0cccfc5ca,0.10159963473095819,0.10006060172849411,0.17656653104609946,,,,0.1049094985301688,,0.10077957585170934,,0.10271049902192791,,,,0.10565445490393764,,0.10015384715171323,0.10756535703499133,
dba59c7debdb835151377d167c84c655,0.1236627744177628,0.21930184504399605,,,,,,,0.13142300086250258,,0.13249765414410133,,,,0.12994434208817807,,0.1306103101090778,0.13256007333438136,
097b35c85dffea7cc0fe9efdf49f3485,1.0,,,,,,,,,,,,,,,,,,
ca240f029289ff1383040f284b65f1a4,,,,,,,,,,,,,,,1.0,,,,
23280eb960d926a357d2f73cf1e068b5,0.22790865150224193,,,,,0.12457751540248156,,,,,0.1347007079435112,0.1279044777041514,0.12609467929571283,,,,0.1277052824465031,0.13110868570539777,
f626c96be275472ced0aa3b352d110b6,1.0,,,,,,,,,,,,,,,,,,
f12229df540df25d8be547caa6cc1db3,,,,0.15233152259437233,,,0.15760768674264503,0.24165782002924358,0.14632795447700309,,0.14471213635667085,,,,0.1573628798000652,,,,
ee54069058db14eeaa56f0ae057b26f6,,,,,,,,0.15435918668388032,,0.17213864751643923,,,0.3495880705981763,,,,0.16617176121534932,,0.15774233398615478
7b0980ac4d38542b1882b17d44b56ce5,,,1.0,,,,,,,,,,,,,,,,
605cb69c83f4df1c66266efbf17491e9,,,,,,,,,,,,,,,,,1.0,,
f68c8fbf0834458beede6e1cfae78b8d,,,,,,,0.2890149701012741,,0.27909943195200126,,,,,,,0.4318855979467247,,,
7c53a374d937ee9a5becfc15def1b4c9,1.0,,,,,,,,,,,,,,,,,,
c5b4de4608184edae5db7207d5300cba,1.0,,,,,,,,,,,,,,,,,,
a124f3a230d66ee5c9bf65ab066578b5,,,,0.2832756144805892,,,,0.42695078924822366,,,,,,,,0.28977359627118715,,,
3ae3a665ca13a0ad288c971acfb33537,,,,0.22140166872898762,,,,,,,0.21539976938005928,,,0.22165546840586375,,,0.3415430934850894,,
dfa99612fd19c90848fdc14509796e5e,,,,,,,,,,,,,,,,,1.0,,
f8d5c19d5c94ea8e8b9661426670b81b,0.23148579144536438,0.13223826470062533,,,,0.12366816056769019,,0.12504942763549048,,,,,0.12298375771299488,,,,0.12994963838876336,0.13462495954907133,
4791703dc2da2315ccf727649d8fa36e,,,,,,,,,,,,,,,,1.0,,,
1cf975ecb0f8e87abb7a29f432451035,,,0.2439084053779218,,,,,,,,,,,,,,0.5328038107691506,,0.22328778385292758
7a077c41713120cd971b82e938587bb8,,,,0.35222734568050346,,,0.21346081325409297,,,,0.21906194505844181,,,,0.21524989600696187,,,,
6f08de46dc886911ff5ee7db0cf85bf9,,,,,,,,,,,,,1.0,,,,,,
ecdd81d2c6b3d0adf59af9d5d49cc56e,0.4386174349052153,,,0.2823259237663074,,,,,,,,,,,,,0.2790566413284774,,
3ffc4c1411e76ee229d8642bfb0b3804,1.0,,,,,,,,,,,,,,,,,,
c319833cc40456115bd49f0d92c4820e,0.12700157209168245,,,,,0.13119145413124964,0.13359725971078748,,,0.1246415435381337,0.12695411614970292,,0.2230079885273941,,,,,0.13360606585104978,
93fa8731c37c8afba339d463c2268fd5,,,,,,,,0.6840785274637009,,,,,,,,,,,0.31592147253629904
34ef71e3ecdaa078cfdeff203442e9a2,,,,,,1.0,,,,,,,,,,,,,
5db69c7f49fac3e23da9e0974c2d2679,,,,,,,,,,,,,,,1.0,,,,
728228058e3a65f921bb7c4f175b551b,,,,,,,0.29615076233929793,,,,,,,,,0.2812419421937399,0.42260729546696224,,
d2d701ea124832fb3c195c93a8674579,,,,,1.0,,,,,,,,,,,,,,
4c125304ea9d4fbd89b3b7b37908e2e7,,,0.30405838247890504,0.695941617521095,,,,,,,,,,,,,,,
f794afd8f2c89ba5e72765b493055f56,,,,,,,1.0,,,,,,,,,,,,
ecb6e2d384f4226dd68a16e31af3deaf,,,,,,,,,,,,,,,,,1.0,,
9c2aacfa2fb99a01bfa1cf8c516949ea,0.11323826918875561,0.11485226452769962,0.11064183370004262,,,0.10844916365756271,0.11801007281665951,,,,,0.1128699986479074,,,,,0.20536092957624058,0.1165774678851319,
0058e24157b64f3290a2b0131ef874e8,,,,,,,0.21933598961539605,,,,,,,0.22276127982483337,0.3326892680326737,0.22521346252709692,,,
0f386102b8ad3f5bca0b3674c7821fae,1.0,,,,,,,,,,,,,,,,,,
c7f90a971d95e86f556607ffc49acdff,,,,,,,,,,,,,1.0,,,,,,
f98dad890ea7fafb8b5e03293f2b0ef6,,,,,,,0.21660284065573315,,,,0.2171467684167891,,,0.2240219556371186,,,0.3422284352903593,,
ac9a144e2879d694e03fe89c2b3e5731,,,,,,,,,,,,,,,,,,1.0,
bb00745c1f8d049eea2c7a41644f6f79,,,,,,,,,,,,,,,,1.0,,,
1e199b8767548717ea046a8faf364c1f,,,,1.0,,,,,,,,,,,,,,,
cf8ad7804e3405095151d9f9e1868a00,,,,,,,,,,,,,,,,1.0,,,
ed3158db6f96a21b12bd1efaf8923abd,,,,,,,,,,,,,,1.0,,,,,
2333839c2e509357a88c5b56d354645b,,,,,,,,,,,,,,,,0.4069622885089818,0.5930377114910182,,
043da0f56d3e3f2fd4dccd0c56fbd76d,,,,,,,,,,,,,,,,,1.0,,
6cd0dcfc3b080232566266e2e03c774d,,,,,,,,,,,,,,,1.0,,,,
87dd1f6352bec5d81c39ece22868fd50,1.0,,,,,,,,,,,,,,,,,,
68d3214d1f0b6ba5b7c45c812ef22c73,,0.14342292292280057,,0.2601287675029008,,,,0.15059966445155268,0.1514134619010998,,0.14139641418711554,,,,,,0.15303876903453056,,
e5ddcffe8cdea73ac7808881f14bcc42,,,,,,,,,,,,1.0,,,,,,,
ac4ef6c46ede30b311daf9240d9a2ea9,0.21228085468429292,,,0.3505766460665979,,,0.21994898934790047,,,,,,,,0.2171935099012088,,,,
05b4c17cfb13ca8f6e9503d66d28ce90,,0.14523875568408046,,0.15472037301595717,,,,,0.15381295308946083,,0.151137649758703,,0.24843825937041367,,0.14665200908138487,,,,
34744d5217fd6172ac426bea974d38f8,,,,,,,,,,,,,,,,,1.0,,
98c883afa886ae4ac262cb457e9bc90b,1.0,,,,,,,,,,,,,,,,,,
56563eb84a102c7535b9529e50b9cbe1,,,,,,,,,,,,,,,,,,1.0,
81838edfd3fd1c0259b12556de52114d,,,,,,,,,,,,,0.4255288699135309,0.28851857444087997,,0.28595255564558913,,,
06b93d1785bcf9345c37bf425f07b22e,,,,,,,,1.0,,,,,,,,,,,
cc6ba44243834187d5a2f84c459f36c5,0.4281820392945643,,,,,,,,0.2915182914344105,,,,,,,0.2802996692710252,,,
9c53b3075ef0a685047d1f188191d5d0,,,,,,,0.2239748874877365,,,,,,0.33008628130437034,0.21886658299278122,,0.22707224821511196,,,
14a557962810cd13f67c9e333435a59c,,,,0.14660032807097925,,,0.1504436220681447,,,,,,,0.15918551009295184,0.1494420552587994,0.15910167538868986,0.23522680912043484,,
0deb1674fff65d997b3c64a5ea4e79e2,,,1.0,,,,,,,,,,,,,,,,
a234ab25535744c20196b322079c8ff3,,,,,,,,,,,,,,,1.0,,,,
0fd6430bf8fed829a0c233e4d662f9c4,0.43535790206944397,,,0.2784921442718011,,,0.2861499536587549,,,,,,,,,,,,
02f81f7e507e61690bf48c3c033ca1b1,,,,,,,0.2875154053591504,,,,,,,0.29080359846710907,,,,0.42168099617374055,
054436bc121c76cf696f23e5af8ad388,0.11412316837682393,,,,,,0.11653207604850142,,0.11611749646240813,,0.1145122391635772,,0.11230441740313671,,0.11858163123234731,,0.19390408730740927,0.11392488400579602,
5ebec1a941f3ed882333277d92c27de4,0.169531862363399,,,,,,,0.1611405789811325,,,,,0.16600909625623417,0.34536322796714514,,,,0.15795523443208925,
93796e15c00cdbefab613731f0fd688e,,,,,,,0.18880133318822787,,0.17578944576266536,,,,,0.18253433840828154,,0.18056961904535768,,0.27230526359546753,
daa3da5851f2c9d36dcdf6cb908ae33d,1.0,,,,,,,,,,,,,,,,,,
e0d312d3d04951656dec47cc30b02ce6,,,,,,,,,,,,,,,,,1.0,,
