uniq_id,Back End,Business analyst,Cloud Computing,Data Scientist,Database Administrator(DBA),DevOps,Enterprise application,Front End,Full stack,Game developer,Information Security,Mobile Developer,Network Engineer,Product Manager,QA/Test Developer,Sales professional,Software Developer/Java Developer,System Administrator,Unnamed: 0,Web Developer
61,,,,,,,,,,,,,,,,,1.0,,4a1af0cd8f6301771b95b019e6e2407d,
62,,,0.16532380589489976,,0.172155454785094,,,,,0.1626455031254736,,0.1715225157936769,,,,,0.3283527204008558,,763586f789e0154f6d71435112f4c502,
63,,,,,,,,,,,,,1.0,,,,,,d17149d5daf1df1d0953dbb583c0046c,
64,,1.0,,,,,,,,,,,,,,,,,510481dba5a43cc2b77546f0dadb1ce4,
65,,0.12511543611484074,,0.12338482858023862,0.1302527171322272,,,,,,,,0.13211081633951754,0.24375895484409885,,,0.12004057486917535,,4117b81407f66d5b3c952ba4c4c05134,0.12533667211990152
66,,,,,0.28629126131392185,,,,,,,,0.17415306520785515,,,0.17733981804506765,0.17862365278710773,0.18359220264604756,e2cda2407a766008f5274da2cbdfa5b7,
67,,1.0,,,,,,,,,,,,,,,,,c0eb27f26c6b084b018bd58b564e5594,
68,,1.0,,,,,,,,,,,,,,,,,c85fced1185e67071d928267f818dbdc,
69,0.13209594439330616,0.12792707560852265,,0.2133073193783347,,,,,,,,,0.13001698201997225,0.1350470662959916,,,,0.13282784803077707,ac1430c579f95891ae05d2edb3f5e035,0.12877776427309565
70,,,,,,,,,,,0.40835339790927627,,0.5916466020907237,,,,,,75296a05c107731f400d602f3e10bf47,
71,,,,,,,,,,,,,,,,,1.0,,c6f99f38bf465487323ed9d46f19514d,
72,0.3026939871767534,,,,,,0.17222682443962814,,0.17826468718843005,,,,,0.17307062912160576,,,,0.17374387207358272,4c8b7a93f5707a08b538f4e79d6a7f30,
73,,,,,,,,,,,,,,1.0,,,,,f98f36687091e2aa5d3db5ab86c4d193,
74,,,,,,,,,,,0.4039199470297925,0.5960800529702076,,,,,,,1f20cc46a1df5eb235007fac5fa0cbf4,
75,,,,,,,,,,,,,,,,,1.0,,8887c268f3a00f280f0eb3e935fcf923,
76,,1.0,,,,,,,,,,,,,,,,,8d0ffe9061aa61fbd3fdfae28fa9e2b9,
77,,,,,,,,,,,,,,,,,1.0,,f374dd196ee3775c05ceedce840fe3d7,
78,,,,,,,,,,,,,,1.0,,,,,a6b2f856cc76dbcd75d70c8a9b54b86f,
79,,,,,,,0.21018205980637866,0.21726247922702946,,,,,0.35845494622628604,0.2141005147403058,,,,,cf0df595863e244496a08540809e638a,
80,0.2227486484083558,0.3438798296729367,,,,,0.21423907451000604,,,,,,,,,0.21913244740870144,,,3071e1d037c43c96e63d87b7f798904c,
81,0.22129230205419367,,,,,,0.21509449593692548,,,,,,,,0.34040332283439056,0.22320987917449026,,,3142c2dd6924df52d463d81ef93fb6e4,
82,,1.0,,,,,,,,,,,,,,,,,aed2f48a108a9d39c3466961ebf147a2,
83,,,,,,,,,,,,,,,1.0,,,,8d9f35371d34b3482a6a9a515c286329,
84,,,,,,,,,,,,,,,,,,,a5b5889aaa3b7423cdc68643ab6cfea5,1.0
85,0.11925179973574952,,,,,,,0.11259115375780875,0.11329089113690168,,,,0.19564990471378574,0.11406172685038887,,,0.1150199470728148,0.11589472570561335,932052b301bed380d5a8db22d8b9fed2,0.11423985102693728
86,0.22587460270538975,,,,,,,,,,0.2256623336929919,,0.3304886626944385,,,0.21797440090717976,,,6d08f3e06ba1695f905754f971f0397e,
87,,,0.3301385503705372,,,,0.22027201613232314,,,,0.2308711227509143,,0.21871831074622544,,,,,,5fe3df4506a6b388f0b18dfedb0702bb,
88,,,,,,,,,,,,,,,,,,1.0,ccf473b4784aca69a88b36870d6301cf,
89,,0.5724272769577278,,,,,,,,,0.4275727230422723,,,,,,,,2c6742531c25a158afc6eca882ced60b,
90,,,,,,,,,,,,,,,,,1.0,,0419d5288baa0e5a8043c674cd8562ca,
91,,,,,,,0.27187669497414124,,,,,,,0.2755180458186756,,,,0.4526052592071831,3415841a9ac7c931ed8709e9f30adb29,
92,,,,,,,0.18259054461266014,,0.16979895063001735,,,,,0.17885774734649826,,0.2948962884431879,,0.17385646896763646,bd4eee9b197c066d9bff44452452c5b1,
93,,,,,,,,,,,,,,,,,1.0,,2594d75ad80e28e32af0ff6053396e2d,
94,,0.1482242553816762,0.14557848390097833,,,,,,,0.13877924372170913,,0.1469845506477421,,,0.1413893659331511,,0.27904410041474315,,0bed3d9c4ed99d5cc1a2649f59bc2896,
95,,,,,,,,,,,,,1.0,,,,,,d261e7210cd7aba0cac951c7340c5e67,
96,,,,,,,,0.21457172243343955,,,0.2250690873734043,,,0.33424094638471297,,0.2261182438084432,,,a560c9c03ec3eb3dbf9fa881303fdf48,
97,,0.3017804056452495,,,,,0.18062038295569832,,0.1665308317187613,,,,,0.17598132507841055,,,,0.17508705460188026,0445fcb37ab17f686c025da15a98de52,
98,,,,,,,0.5882734598308887,,,,0.4117265401691112,,,,,,,,f3454168b74bc184e99b6d328970c16d,
99,,,,,,,0.3985401785890015,,,,0.6014598214109986,,,,,,,,ad80588c56547cfcfc00e9080cce9920,
100,,0.12568710814155032,,,,,0.2290615389949285,,0.12513664597374471,,,,0.12456991358108778,0.13476729428574907,,,,0.1345554495423978,eccbb9e529cc7fabd4418b8a3ef96645,0.12622204948054191
101,,,,,,,,,,,,,0.22063111243379369,0.21507911793746656,,0.21862815119112924,,0.34566161843761056,7ebf4eea453a27d76815cea1034737e1,
102,,,,,,,,,,,,,,,,,1.0,,9f504454ca89f3fb54c4cdb79ef345de,
103,,,,,,,,,,,,,,,,,1.0,,24bd02f09d529e25eccbbd4b4a74945c,
104,0.19576207185203692,,,,0.4397444726240059,,,,0.17891125690189386,,,,,,,,0.18558219862206332,,335bd5f1bb549c9d32372a43516249fe,
105,,,,,,,,0.38893124278491453,,,,,0.6110687572150852,,,,,,12f3cf7b841e50a75d7fa547cedc27a6,
106,,,,,,,,,,,,,,,,,1.0,,b973f9625d5a239be48b37dad4a83eac,
107,,,,,,,,,,,,,,,,,,,bf4e39a7ae0a31857cdeb706ea07b591,1.0
108,0.17738944740951934,,,,,,0.18309308713866707,,,,,0.2781732217248207,,0.17623298093431206,,0.1851112627926808,,,fe8b8c33442b7005d0734506fd152824,
109,,,,,0.6308084645979392,,,,0.3691915354020607,,,,,,,,,,f29766ad198b67aa7686ea3737951f12,
110,0.22097055522449932,,,,,,,,,,0.22475758146378128,,,,,0.22509034148797788,0.3291815218237416,,4a737efc3dd5fe84a532e94b609ee484,
111,,,,,,,,,1.0,,,,,,,,,,148fb772d5a224a477904b6194199b2e,
112,0.4140548749914984,,,,,,,,,,,,,0.5859451250085016,,,,,0d92b51b694ef046360f989fa92a15ac,
113,,0.1642433334794292,,0.1711526690509205,0.1629360608119277,,,0.3351050822294589,,,,,,,,,,,aefcb0c109264e00e724ef9eb004a699,0.16656285442826366
114,,,,,,,,,,,1.0,,,,,,,,6bdcbb05eca933606a2301a8be7fa4cd,
115,0.17616029275563064,,,,0.2839959337829465,,,,,,,,0.1772374104871599,0.17707229514922668,,,,0.1855340678250363,95a6252635b88c0991306754335760f4,
116,,,,,,,0.5102884513437723,,,0.25012044717328336,,,,,0.2395911014829444,,,,e8c6430b31684c8f6ceab1305ca61888,
117,,,,,,,0.17892577751749594,,0.17576736211462504,,,,,0.17707200431853873,,,0.29522391003162424,0.173010946017716,9c1dae8f8326ff44336cbc65c4145524,
118,,1.0,,,,,,,,,,,,,,,,,fe9741051b3a8971f4a1156b07ece236,
119,,,,,,,,,,,,,,,,,1.0,,f11d03f84c0ba0db510a05de0afd10b9,
120,,,,,,,,,,,,,,,,,1.0,,b5cea5202dd6f195c55dbc7b90892768,
121,0.2748502605167704,0.4455282789277459,,,,,,,,,,,,,,0.2796214605554838,,,bb39139fe34f98132e057d2bc5f27ffc,
122,,,,,,,,,,,,,,,,,1.0,,0b6f00a94e0790f2ddf471e21515e30a,
123,,,,,,,,,,,,,,1.0,,,,,1d0397ad94837965dd86a508020ee2a4,
124,,,0.13619097207863404,,,,,,,0.14171413347544826,0.3049716782162017,0.1452108726337742,,,0.13100111920556035,,0.14091122439038134,,4f1a45d7883fa5b946024825f141955b,
125,,,,,,,,,,,0.4102593751653239,,,,0.589740624834676,,,,e140cb3a2388dc9b0d1b1641ba2c71fc,
126,,1.0,,,,,,,,,,,,,,,,,2c519dfe62470c6632c25ec8a75ab950,
127,,,,,,,0.18040203922229608,0.17914306424626453,,,,,0.2893329180065988,0.17695414056346598,,,,0.1741678379613746,af5361a430987d770572e81ca3605fe3,
128,0.2887103997600959,,,,,,,,,,0.28407002908390644,,,,,,0.4272195711559976,,ac9366a5da02aef3cf6e724fd4eef28b,
129,,,,,0.3113124264609084,,0.1779388561162549,,,,,,0.16286801037478846,0.1745462371150374,,,,0.1733344699330108,4d957ab0fc7d7379fe1a2bd824be9414,
130,,0.33678013089503656,,0.17573932210116314,0.16133672765416307,,,,,,,0.1665020462393779,,,,,0.15964177311025934,,4630a1e50e7e85a4364bfd6ccc65edda,
131,0.2282408310554966,,,,,,0.2168530956395872,0.21360558789292047,,,,,,,,,0.3413004854119957,,43d4546d3a9420c6144572edf5a25b97,
132,0.2901169227273286,,,,,,,0.27134939558935595,,,,,,0.4385336816833154,,,,,2ab6d749f9edbd1dd2a74fda8cd9589d,
133,,,,,,,,,,,1.0,,,,,,,,24df038b48c96e11443e21146219995f,
134,0.2813759777958923,,,,,,,0.26748874862471783,,,,,,,,0.4511352735793899,,,8259843f5e9f112894e7b1ee769c0a91,
135,,1.0,,,,,,,,,,,,,,,,,406f7489221ceda7333b009e4797cd74,
136,,,,,,,,,,,,,,1.0,,,,,cbc53680c3051893bc8cd1d2071428a5,
137,,,,,,,,,,,,1.0,,,,,,,a639481ec469f96658393d1836df6f0f,
138,,,,,,,1.0,,,,,,,,,,,,16bc503453500d45ee411c5ea3a4074b,
139,,,,,,,,,,,1.0,,,,,,,,d831dd7060f590de3da30c6327f701f4,
140,,,,,,,,,,,,,,,,,1.0,,648b516bcb9617af02dc08c9a4a17c6e,
141,,1.0,,,,,,,,,,,,,,,,,db89add7e8f0b9fe3a11658e772cf158,
142,,,,,,,,,,,,,,1.0,,,,,0796f7ecf53db6612b831449b844533d,
143,,,,1.0,,,,,,,,,,,,,,,a1e1bd1243cdd15a3219e0edc8a93131,
144,,,,,,,,,,,,,1.0,,,,,,b86b83afb4564fd65a984ed9b78248c3,
145,,,,,,,,,,,,1.0,,,,,,,75b835ecdf3ffc91f3a65969554d88b0,
146,0.1715839552612957,,,,,,0.1855797602989641,,,,,,0.29317537877255384,0.17689932132043915,,,,0.17276158434674724,7f3086ce0521d3915c1bca5573ea22bb,
147,0.21336094889421933,,,,,,,,,,0.23134693572897674,,0.3323613101214173,,,0.2229308052553865,,,55b42f5cc49e2f719cb11676f9ffa503,
148,,,,,,,,,,,,,,,,,1.0,,3bb430a924c66eda4d5546ac2ff19b71,
149,,,,,,,,,,,,,1.0,,,,,,a1c9654b6cb38543e0c8198221a8b1eb,
150,,,,,,,,,,,,,,,,,,1.0,5c2fde27d7d26d873746b0998d88172f,
151,,,,,,,,,,,,,1.0,,,,,,511b78326c4d241a99c0c2a2f703b10b,
152,,,,,,,,,,,,,,,,,1.0,,f3950f031d1e12aefb4eb962e6f3702c,
153,,,,,,,,,,,,,,,,,,,77c55cb4c54b1aadf1bbbfd792b3bbdd,1.0
154,,,,,,,,,,,,,1.0,,,,,,c0ff80f6ad339715af9f7ada7b698987,
155,,,,,,,0.2194962657257397,,,,0.2247880579844118,,,,,0.2239550019489507,,,2dfc17124af1d8001af605fa1d341603,0.3317606743408979
156,0.2717251042933231,,,,,,,,,,0.2883605705140075,,,,,,0.4399143251926694,,65db5d632398b8634299ba76ea09e0cb,
157,,,,,,,,,,,,,,,,0.38317285691465386,,0.6168271430853461,d731c8701123fe90c348210ea60f163c,
158,0.6281435555453876,,,,,,,,,,0.3718564444546125,,,,,,,,2e0188c3adbef6655b74beb8c590f7e1,
159,,,,,,,,,,,,1.0,,,,,,,5aada0ef4a56a998abeb675eca9409c5,
160,,,,,,,,,,,,,,,,,1.0,,996e6c890fba8fc4095a8e14246f8144,
161,,,,,,,,0.15310614468753303,0.14459007680867658,,,,0.1527695456476307,0.15519549992639772,,,,0.2507000472678872,52534f906a523c5b0efb52230d1a4088,0.14363868566187485
162,,0.132934011395058,,0.1315090323613921,0.12392179860505798,,,,,,,0.12107555816444868,,,,,0.1230273036300134,0.2374761295595086,b5f44ad539b7c45ffa36f73b107f68b6,0.13005616628452124
163,,1.0,,,,,,,,,,,,,,,,,f029da40ad734517416361dfb5c36c74,
164,,,,,,,,,,,1.0,,,,,,,,de9a28799ed77e88afb33fbbba78510c,
165,,,,,,,0.15366782724403413,,0.14527136537271176,,,,,0.1542369893259767,0.2537594945709149,,,0.142859654554624,9ea77a372b329544620d6a9e21146cdf,0.1502046689317386
166,,,,,,,,,,,,,,,,,1.0,,4cb789a11c0af058946fa01124a53741,
167,,1.0,,,,,,,,,,,,,,,,,d567b8665c22d38e071884dbea84c067,
168,,0.12730143797216598,,0.12574771007809132,0.12691944661784715,,,,0.132909868720692,,,0.12302864884754032,,,,,0.2297626323140232,,01084cdc864fbf29a80def0c911944d6,0.1343302554496401
169,,0.1744632077485818,,0.17099986861467575,,,,,0.1715726364547317,,,,,,,,,0.3134384064915147,0e8adf677740570cd0a97232673fa3eb,0.16952588069049612
170,,,,,,,,,,,,,1.0,,,,,,e383459f6086249b588f5a4c6f5622a8,
171,,1.0,,,,,,,,,,,,,,,,,51fb54d1436e6e04819db57721b35f31,
172,,0.1443920956638942,,0.1429280170287033,0.14005140593765888,,,,,,,,,0.15510017392390474,,,0.2697284375498208,,bd345f1d96978869f50d0c898f0f0731,0.14779986989601807
173,,,1.0,,,,,,,,,,,,,,,,34fd637e82f441006cccd86f44e5ffdb,
174,,,,,,,,,,,0.2883216654976932,,0.4266935383055814,,,0.2849847961967255,,,0ac290ffb8cb0f1549f36b70ac024612,
175,,,,,,,,,,,0.39268388855607533,,,,,,0.6073161114439245,,5563ac52766cc5801438e927d2479f68,
176,,0.12668685555494036,,0.12716372319593347,0.12711557009684646,,,,,0.12210669353951825,,0.1225834074744339,0.1317709610624081,,,,0.24257278907591956,,917b09a0761eb8d5763a74c25bedb612,
177,,,,,,,,,,,0.41121267774766856,,,,,,0.5887873222523314,,5a1fe7107acb246f2c40cf92abade24d,
178,,,,,,,,0.4007364528427812,,,,,,0.5992635471572187,,,,,54d4e9ad597c1e24631b29ab2580a257,
179,,,,,0.3365102006908838,,,0.22181853126003107,,,0.21859993403453176,,,,,0.2230713340145533,,,4e8a8c11ff137e10f66b823776b0b732,
180,,0.1713503663160712,,,0.31665140822801296,,,,0.17537145386966171,,,,0.1718748497422386,,,,,,01d808bf998d22cf8a743c46dd855455,0.16475192184401558
181,,,,,,,,,,,,,,1.0,,,,,12b6b02d3498a1d0432d9669a50087ef,
182,0.1839767872979832,,,,,,0.17774413640857692,0.17246076978269487,,,,,,,0.28571789341125914,0.18010041309948588,,,fe7cc689ea33768c455e9d3005d6e70a,
183,,0.17484722303822126,,0.165947402352818,,,,,0.1761334970809536,,,,,,,0.3169916734738425,,,7fd3441f67f66c3406e538ab337f1a66,0.16608020405416468
184,,0.3565707952982291,,,,,0.22214417689286944,,,,,,,0.20982223083384044,,,,0.211462796975061,713931543d0ec81e0e09d498b7258164,
185,0.22064971272930736,,,,,,0.22435602605793736,,,,,,,0.2128071734559457,,0.3421870877568096,,,f7fac0c163a247d4f85c04e3dc823a7e,
186,,,,,,,0.40713240932340417,,,,,,0.5928675906765958,,,,,,944b5c7a30ac3205648337bf52d79657,
187,,,,,,,,,,,,,1.0,,,,,,1cd8a8e16df7f74f021ac3a17f37c478,
188,,,,,,,0.27953712644478296,0.27604863177429645,,,,,,,,,,,245c26842e68114ae5703710e22f1fe9,0.4444142417809207
189,,,,,0.4195312585953149,,,,,,0.2910787543019345,,,,,0.2893899871027505,,,83548a991cd299badd6642bc5da5ff64,
190,,,0.15909118584183846,,,,,,,0.16474537995725275,,,,,0.15171466716524645,0.3535812406460441,0.17086752638961816,,abb872ceb40ff7036881d36c5b996b96,
191,,,,,0.1107452868628038,,,,,,,0.11045672124079317,0.1120117614067208,0.12091257007430513,,0.1183624615194568,0.18987169373225984,0.11812463800707584,f1eeb91c6aec57493384d873316ad707,0.11951486715658458
192,0.3920663803536565,,,,,,,,,,,,,,,0.6079336196463435,,,40855bceaa4b025a4cf4c68a664b8a73,
193,,,,,,,0.2278018637493657,,,,0.22922529421816154,,,,,0.2185325863567425,0.3244402556757302,,e3cd231f363ff952d50371d05e3d72d9,
194,,,,,,,,,,,0.2916788873539281,,,0.4198617855221848,,0.2884593271238872,,,a1dc0b59350138201f95a68123c2b473,
195,,,,,,,0.2222634987079793,0.1333491613406564,0.1243640852605426,,,,0.12816432329653213,0.13343899847657947,,,,0.13343511925418822,a33ad5c41d62bcf3eacb325b86e649d2,0.12498481366352185
196,,0.12718761238601065,,0.12400542098867233,0.1208821532494107,,,,,,,,0.13379926241115858,,,0.2372423396880589,0.12440503545907085,,ab2ad69ba0515f2dc76f1f466e7b866c,0.1324781758176179
197,,,,,,,,,,,,,1.0,,,,,,ac21d5dbf48b813db9838a7af85e99eb,
198,0.2260837954985571,,,,,,0.3379706447549169,0.21225910108531748,,,,,,,,0.2236864586612085,,,ed24218723ead3518031c9691a93198d,
199,,,,,,,1.0,,,,,,,,,,,,6c89f2383d72d219f2de3cd6c74b6e4e,
200,0.22057470205157506,,,,,,,,,,0.2306692753105489,,,,,0.2186071292016964,0.33014889343617976,,89911f5569f796ea268fe2d78c5d06ae,
201,,,,,,,,,,,,,1.0,,,,,,b3dded1c24e6e289e799e4610a307dc6,
202,,1.0,,,,,,,,,,,,,,,,,ebceb7eb9e6415ed8beb18b2f9b0e99b,
203,,0.29697657420025275,,0.16641501119848887,,,,0.1829390984557711,,,,,,0.1789458986690905,,,,0.1747234174763968,147ed30bf17d9949a8191c1f11906a29,
204,,,,,,,,,,,0.4184223182304248,,0.5815776817695752,,,,,,e63df4401833d9923a5e73bf90d93968,
205,,,,,,,,,,,0.4005636945604803,,,,,,0.5994363054395196,,2a0747d32ee071c4ee7c672c2998c541,
206,,,,0.2797750194378684,0.17887602019096696,,0.1859043395858809,,,,,,,,,0.1791147383140214,,0.17632988247126233,218a7a397b11e68c42185df694d2e55c,
207,,,,,,,,,,,,,1.0,,,,,,70f8d8debc636c6033601c1ca24b17f8,
208,,,,,,,,,,,0.4086549645968354,,,,,,0.5913450354031646,,7ebdb6a575e75a8f0aedaa12c578a108,
209,,,,,,,,0.1766953902985162,,,,,0.1702384278868693,0.1811873084352504,0.2937210064314815,,,0.1781578669478826,d797e672e1a008e0a7a1cef01bcd994f,
210,,,,,,,,,,,,,,,,,1.0,,4af4742d58fc8cb7dc28abbd54c8ab6e,
211,,,,,,,,,,,,,,,,,1.0,,e88e9763dc2720a59c6b3d4581570fa6,
212,,,,,,,,,,,,,,,,,,,586b55725d1f6dfda3de36b752196cbb,1.0
213,,1.0,,,,,,,,,,,,,,,,,f37cf2e95bc6f53bb20fd03bb58c92b1,
214,,,,,,,,,,,,,1.0,,,,,,f741a6b6831b3ba30613abd65e7c7da2,
215,,,,,0.12623672235412955,,,0.1322366198576796,0.12773014014422515,,0.2256913473577581,,0.1332856041361126,,,,0.12402733129126775,,5e194ce8f8343b73892c082107b25de3,0.13079223485882718
216,,1.0,,,,,,,,,,,,,,,,,bdff1efea8bf28d4eb4464347212bdc1,
217,,0.3232695110492144,,,,,0.22372119403503535,,,,0.22340324018234808,,,,,0.2296060547334021,,,50a1807bf5a4758d7e04346a73dd9cf1,
218,,,,,,1.0,,,,,,,,,,,,,7b64735603863095ec3568a3a6745586,
219,,,,,0.41661035622803,,0.2835906280661542,,,,0.2997990157058157,,,,,,,,a1b3fba8c1a6613dfae2ee8b1f461bd0,
220,,,,,,,0.21875588951187605,0.21927152292919835,,,,,,0.21101365249024034,,,0.35095893506868525,,12069a37679bcb8946b05b8c4190313c,
221,,,,,,,,,,0.19657381594070786,,0.1999052085967119,,,0.18367739450918025,,0.4198435809534,,64a4d0e22042adc9be873e92b09d9e02,
222,,,,,,,,,,,,,,1.0,,,,,883b2447da5a43f2996a795d0c1c49b1,
223,,,,,,,,,,,,,,,,,,,f94bea9640abfda43d501de9e44f36aa,1.0
224,,,,0.20726949971704503,0.19902148128100725,,,,,,,0.20320272742843146,,,,,0.3905062915735164,,41350a7bff2804aaee0ca98e4b71f45f,
